text,label,need_amb,source,is_synthetic
"CHILD WITH BEE ALLERGY STUNG - FACE SWELLING SHUT, DIFFICULTY BREATHING!",bee_sting,1.0,(Synthetic),1.0
Cut hand while handling tin can – deep laceration,wounds,1,(Synthetic),1
Aggressive stray dog bit neighbor’s hand and ran away,rabies,1,(Synthetic),1
Small garden snake bite - no reaction,snake_bite,0.0,(Synthetic),1.0
Animal bite from untagged dog near border village,rabies,1,(Synthetic),1
Deep cut from broken bottle - arterial bleeding,wounds,1.0,https://www.who.int,0.0
Molten metal splash - third degree burns on arm,burns,1.0,(Synthetic),1.0
Multiple bee stings - allergic reaction,bee_sting,1.0,https://www.cdc.gov,0.0
Touched frayed wire - small shock,electric_shock,0.0,(Synthetic),1.0
Wasp sting - mild swelling,bee_sting,0.0,https://www.cdc.gov,0.0
Teen fainted after marathon - vomiting when awake,fainting,1.0,(Synthetic),1.0
Wasp sting - local redness,bee_sting,0.0,https://www.cdc.gov,0.0
Hiker bitten by unidentified snake - severe pain and sweating,snake_bite,1.0,https://www.redcross.org,0.0
Mosquito bite - normal itching and small bump,bee_sting,0.0,(Synthetic),1.0
Newborn not breathing after birth - umbilical cord wrapped around neck,cpr,1.0,(Synthetic),1.0
Multiple scorpion stings - muscle spasms and vomiting,scorpion_sting,1.0,(Synthetic),1.0
Felt faint after long flight,fainting,0.0,(Synthetic),1.0
Patient fainted after medical procedure,fainting,1.0,(Synthetic),1.0
Raccoon bite - animal acting strange,rabies,1.0,(Synthetic),1.0
Rattlesnake bite while hiking - severe swelling,snake_bite,1.0,(Synthetic),1.0
Chef burned by deep fryer oil - second degree burns on arms,burns,1.0,https://www.osha.gov,0.0
